date,route_id,sku_id,transport_mode,distance_km,cost,delivery_time_days
2025-03-21,R017,SKU017,Rail,228,3420,6
2025-04-25,R009,SKU007,Rail,51,408,3
2025-02-23,R003,SKU012,Truck,829,9948,3
2025-02-06,R008,SKU005,Air,548,6576,9
2025-03-26,R020,SKU014,Rail,81,1215,4
2025-01-02,R004,SKU009,Truck,700,5600,4
2025-01-15,R003,SKU005,Rail,618,11124,7
2025-02-02,R001,SKU001,Air,58,986,8
2025-02-14,R008,SKU013,Rail,932,8388,8
2025-03-15,R003,SKU019,Rail,856,9416,6
2025-01-07,R020,SKU007,Rail,192,2688,5
2025-03-20,R003,SKU002,Air,310,3720,3
2025-01-07,R012,SKU014,Rail,411,5754,4
2025-01-18,R020,SKU006,Truck,959,12467,1
2025-02-22,R002,SKU013,Air,513,3591,4
2025-03-06,R003,SKU014,Truck,706,9178,4
2025-01-20,R011,SKU004,Air,874,14858,8
2025-01-20,R015,SKU012,Rail,579,5790,1
2025-03-26,R011,SKU017,Rail,84,924,8
2025-02-05,R001,SKU013,Air,421,3789,9
2025-02-19,R013,SKU015,Air,980,15680,2
2025-03-14,R001,SKU003,Truck,486,4860,7
2025-01-19,R014,SKU012,Truck,465,4185,8
2025-01-06,R007,SKU018,Air,832,11648,9
2025-01-20,R020,SKU016,Rail,155,1860,1
2025-02-04,R007,SKU012,Rail,328,1640,8
2025-01-20,R004,SKU001,Rail,534,2670,1
2025-03-10,R009,SKU018,Rail,248,4712,4
2025-02-15,R008,SKU007,Truck,328,4920,7
2025-04-08,R019,SKU015,Air,611,11609,3
2025-01-25,R004,SKU007,Rail,889,15113,7
2025-04-16,R006,SKU013,Truck,987,11844,3
2025-04-17,R005,SKU019,Truck,662,3310,5
2025-04-15,R009,SKU007,Rail,603,10854,5
2025-03-08,R009,SKU018,Truck,156,2652,1
2025-01-02,R020,SKU018,Rail,167,2004,3
2025-04-20,R020,SKU014,Truck,170,3060,6
2025-01-31,R015,SKU014,Rail,803,14454,9
2025-01-21,R005,SKU007,Truck,248,3224,2
2025-04-15,R017,SKU012,Rail,205,1845,5
2025-01-23,R016,SKU015,Air,689,9646,4
2025-01-17,R001,SKU006,Air,978,18582,8
2025-01-20,R005,SKU015,Rail,715,3575,7
2025-04-01,R006,SKU018,Air,314,1884,6
2025-03-01,R005,SKU012,Air,798,13566,2
2025-03-04,R014,SKU015,Truck,385,2310,1
2025-01-09,R014,SKU020,Truck,819,4095,7
2025-02-23,R018,SKU019,Air,357,3570,4
2025-01-11,R015,SKU009,Truck,486,4860,9
2025-03-04,R015,SKU015,Rail,515,7725,1
2025-01-14,R002,SKU002,Rail,923,6461,7
2025-04-13,R019,SKU019,Truck,264,1848,3
2025-03-18,R014,SKU019,Truck,968,11616,1
2025-03-26,R005,SKU005,Truck,646,3876,6
2025-01-23,R015,SKU011,Air,184,2760,2
2025-04-12,R017,SKU009,Air,221,2210,7
2025-03-07,R015,SKU011,Truck,305,3050,9
2025-02-10,R018,SKU009,Rail,286,4004,7
2025-03-10,R011,SKU017,Truck,456,3648,8
2025-04-15,R010,SKU009,Rail,949,4745,6
2025-02-25,R012,SKU006,Air,945,16065,8
2025-02-11,R017,SKU009,Air,620,6200,8
2025-02-19,R004,SKU014,Truck,338,2704,2
2025-03-08,R003,SKU020,Rail,782,8602,7
2025-04-23,R012,SKU019,Truck,914,5484,8
2025-04-26,R014,SKU003,Rail,145,1885,4
2025-04-01,R014,SKU001,Air,533,8528,5
2025-04-22,R014,SKU009,Rail,467,2335,4
2025-01-26,R007,SKU019,Rail,480,4320,3
2025-04-21,R005,SKU004,Air,374,2244,2
2025-01-15,R018,SKU018,Air,356,1780,6
2025-01-25,R001,SKU017,Rail,770,10010,6
2025-03-10,R011,SKU005,Air,124,1984,2
2025-02-04,R020,SKU007,Rail,167,2004,1
2025-02-16,R013,SKU011,Rail,834,13344,8
2025-02-05,R018,SKU010,Air,696,7656,8
2025-01-29,R002,SKU003,Rail,903,5418,4
2025-04-06,R017,SKU003,Rail,203,3451,7
2025-01-09,R015,SKU020,Truck,908,13620,6
2025-03-03,R004,SKU018,Rail,709,8508,4
2025-03-19,R015,SKU015,Air,278,3336,2
2025-02-01,R020,SKU003,Rail,145,1305,5
2025-04-21,R001,SKU001,Air,322,5796,5
2025-04-05,R003,SKU002,Rail,713,11408,2
2025-01-08,R009,SKU012,Rail,927,12978,6
2025-02-18,R019,SKU011,Truck,446,3122,3
2025-03-30,R008,SKU014,Air,789,5523,3
2025-02-28,R005,SKU002,Rail,67,1273,4
2025-03-27,R011,SKU008,Rail,711,5688,5
2025-04-01,R009,SKU010,Rail,322,3220,2
2025-04-01,R009,SKU007,Rail,623,6230,4
2025-02-26,R015,SKU003,Truck,812,11368,8
2025-01-24,R009,SKU017,Rail,759,14421,9
2025-01-16,R006,SKU013,Air,416,5408,5
2025-01-17,R013,SKU009,Air,801,9612,2
2025-04-11,R007,SKU013,Truck,939,6573,9
2025-04-10,R020,SKU017,Truck,577,10963,8
2025-01-30,R015,SKU008,Rail,931,13034,4
2025-04-13,R008,SKU017,Truck,806,11284,7
2025-04-12,R001,SKU010,Air,791,13447,3
2025-02-13,R007,SKU015,Rail,986,15776,9
2025-02-09,R003,SKU005,Air,891,10692,9
2025-01-13,R011,SKU019,Air,274,3014,3
2025-02-02,R014,SKU012,Air,760,6080,2
2025-01-16,R011,SKU014,Air,586,5860,9
2025-04-02,R018,SKU017,Air,919,6433,2
2025-01-22,R013,SKU020,Truck,907,17233,9
2025-03-17,R019,SKU016,Rail,97,1455,5
2025-01-31,R006,SKU017,Air,631,4417,9
2025-01-21,R016,SKU015,Truck,282,3948,9
2025-01-17,R002,SKU007,Rail,55,770,1
2025-03-19,R016,SKU003,Truck,97,1067,5
2025-02-25,R006,SKU005,Rail,125,1125,7
2025-01-17,R009,SKU010,Truck,265,3975,9
2025-02-15,R007,SKU005,Truck,936,12168,3
2025-02-26,R009,SKU013,Truck,927,11124,7
2025-01-10,R012,SKU002,Air,563,5630,6
2025-03-21,R010,SKU013,Air,805,10465,2
2025-01-21,R003,SKU016,Rail,787,13379,9
2025-03-25,R008,SKU005,Rail,520,7800,5
2025-02-04,R004,SKU015,Air,682,8866,2
2025-02-27,R009,SKU013,Truck,798,11172,8
2025-03-19,R019,SKU016,Rail,427,4697,2
2025-01-02,R020,SKU014,Rail,280,2240,2
2025-03-01,R005,SKU002,Air,532,10108,1
2025-01-19,R012,SKU020,Rail,204,2040,5
2025-03-25,R013,SKU006,Truck,454,6356,1
2025-04-06,R014,SKU016,Rail,127,1651,4
2025-01-22,R002,SKU005,Truck,146,730,6
2025-01-26,R007,SKU007,Air,778,5446,9
2025-02-02,R007,SKU018,Rail,635,9525,4
2025-03-07,R018,SKU011,Air,767,13039,1
2025-02-01,R015,SKU010,Air,432,7344,1
2025-03-04,R008,SKU010,Air,888,5328,4
2025-01-06,R013,SKU002,Truck,925,8325,3
2025-01-02,R008,SKU011,Air,223,2899,4
2025-01-14,R013,SKU003,Rail,738,5166,5
2025-03-02,R010,SKU002,Air,679,12901,3
2025-02-22,R017,SKU012,Truck,150,1950,8
2025-02-16,R018,SKU008,Truck,173,2076,3
2025-04-23,R004,SKU004,Rail,965,7720,9
2025-03-19,R009,SKU001,Air,734,13212,5
2025-02-19,R004,SKU010,Air,416,3328,4
2025-03-16,R013,SKU012,Rail,921,7368,9
2025-04-08,R005,SKU005,Air,368,2944,3
2025-02-10,R003,SKU012,Truck,403,4433,7
2025-03-01,R020,SKU008,Air,401,2406,2
2025-04-06,R020,SKU016,Rail,439,2634,1
2025-03-23,R009,SKU003,Air,777,7770,7
2025-03-04,R001,SKU019,Truck,82,1230,7
2025-04-24,R015,SKU013,Truck,891,10692,5
2025-01-09,R018,SKU019,Air,118,2124,1
2025-04-17,R006,SKU012,Air,189,1323,8
2025-01-29,R006,SKU002,Air,216,4104,1
2025-02-13,R014,SKU015,Truck,939,15024,4
2025-03-28,R014,SKU020,Truck,800,9600,5
2025-02-02,R003,SKU013,Air,376,4512,1
2025-02-19,R015,SKU010,Air,70,630,9
2025-03-06,R015,SKU005,Rail,331,4965,7
2025-04-23,R006,SKU014,Rail,949,16133,5
2025-04-30,R012,SKU017,Air,657,10512,8
2025-02-05,R020,SKU002,Rail,983,9830,1
2025-03-16,R004,SKU012,Air,876,13140,8
2025-02-12,R013,SKU016,Air,780,11700,5
2025-03-13,R018,SKU010,Truck,408,2448,4
2025-04-01,R007,SKU013,Air,824,6592,6
2025-01-03,R017,SKU008,Rail,720,12240,8
2025-02-06,R016,SKU004,Rail,629,9435,8
2025-02-27,R013,SKU001,Truck,76,760,4
2025-03-09,R013,SKU004,Air,737,11792,5
2025-04-21,R019,SKU006,Rail,812,12180,3
2025-01-25,R006,SKU002,Truck,559,8944,1
2025-03-13,R013,SKU017,Air,154,1078,2
2025-04-07,R013,SKU013,Truck,987,6909,6
2025-02-08,R006,SKU014,Rail,634,5072,5
2025-02-16,R004,SKU001,Rail,151,1661,2
2025-03-15,R009,SKU019,Air,341,4092,6
2025-04-09,R019,SKU013,Air,869,15642,2
2025-01-12,R012,SKU012,Rail,425,6800,7
2025-04-15,R019,SKU012,Air,969,13566,3
2025-02-18,R010,SKU018,Rail,553,8848,7
2025-01-20,R019,SKU008,Truck,501,5010,6
2025-02-05,R008,SKU016,Truck,800,4800,3
2025-03-01,R001,SKU017,Air,923,17537,7
2025-03-18,R007,SKU005,Rail,831,10803,6
2025-03-11,R015,SKU019,Rail,463,5093,6
2025-01-12,R003,SKU003,Rail,903,8127,3
2025-04-18,R018,SKU016,Rail,94,1598,2
2025-04-04,R011,SKU009,Air,354,5664,5
2025-04-20,R017,SKU019,Rail,181,905,1
2025-04-16,R011,SKU008,Rail,484,4840,9
2025-02-23,R008,SKU001,Truck,740,9620,4
2025-01-08,R016,SKU009,Rail,631,8203,6
2025-04-21,R005,SKU015,Air,549,8784,9
2025-04-10,R017,SKU007,Rail,905,9955,5
2025-02-05,R016,SKU018,Truck,270,1350,5
2025-04-29,R006,SKU018,Rail,296,5032,8
2025-03-30,R016,SKU019,Rail,280,3360,9
2025-04-02,R009,SKU001,Truck,187,1683,2
2025-03-27,R013,SKU001,Rail,72,792,8
2025-03-05,R002,SKU001,Air,274,3288,8
2025-04-02,R010,SKU003,Air,925,5550,9
2025-03-10,R018,SKU009,Rail,700,12600,1
2025-01-23,R007,SKU004,Truck,226,1130,7
2025-01-27,R015,SKU012,Rail,185,1480,7
2025-01-26,R006,SKU002,Truck,426,6390,2
2025-03-09,R008,SKU008,Rail,389,7002,1
2025-02-27,R003,SKU020,Air,716,5012,1
2025-02-26,R020,SKU003,Truck,996,4980,4
2025-02-17,R007,SKU012,Rail,76,912,8
2025-03-22,R008,SKU011,Rail,481,8177,8
2025-04-14,R017,SKU005,Truck,433,5629,5
2025-01-23,R012,SKU012,Air,220,1760,8
2025-02-27,R004,SKU012,Rail,347,2776,2
2025-03-01,R014,SKU001,Truck,620,4960,9
2025-03-03,R007,SKU009,Truck,71,355,3
2025-02-01,R010,SKU001,Truck,885,6195,6
2025-04-06,R009,SKU006,Truck,750,14250,4
2025-01-08,R010,SKU002,Rail,941,11292,2
2025-02-28,R019,SKU013,Air,879,14943,7
2025-02-13,R003,SKU006,Rail,790,6320,6
2025-01-17,R013,SKU017,Truck,206,2472,2
2025-03-19,R008,SKU005,Air,954,16218,6
2025-01-15,R016,SKU004,Rail,656,12464,5
2025-02-02,R003,SKU020,Air,990,13860,1
2025-02-12,R015,SKU008,Rail,219,3504,4
2025-03-20,R013,SKU018,Truck,498,5976,5
2025-04-23,R018,SKU020,Truck,314,4396,6
2025-01-25,R001,SKU017,Air,981,5886,1
2025-01-22,R011,SKU001,Air,971,13594,6
2025-04-07,R006,SKU014,Rail,98,1274,1
2025-02-26,R019,SKU014,Air,93,558,3
2025-02-22,R005,SKU013,Rail,562,5058,5
2025-04-18,R006,SKU019,Rail,435,3480,6
2025-03-17,R008,SKU013,Air,703,4218,4
2025-03-11,R015,SKU006,Rail,830,9130,5
2025-04-12,R014,SKU006,Air,880,13200,3
2025-01-12,R005,SKU020,Truck,872,13080,1
2025-03-01,R012,SKU010,Rail,630,6300,1
2025-03-25,R015,SKU020,Truck,795,9540,8
2025-04-08,R001,SKU007,Rail,232,2320,3
2025-02-27,R005,SKU017,Air,905,17195,3
2025-03-10,R008,SKU014,Air,778,14782,5
2025-02-14,R013,SKU003,Air,58,464,1
2025-03-20,R016,SKU018,Rail,695,11120,5
2025-02-26,R019,SKU017,Rail,765,6885,8
2025-02-08,R012,SKU002,Air,246,2460,8
2025-04-11,R009,SKU016,Truck,726,3630,1
2025-01-01,R005,SKU015,Truck,323,3230,5
2025-02-13,R007,SKU014,Air,164,1640,3
2025-04-22,R018,SKU016,Truck,837,14229,4
2025-03-21,R013,SKU004,Rail,578,4046,9
2025-04-09,R013,SKU017,Truck,421,5894,8
2025-03-17,R001,SKU009,Air,567,10773,2
2025-04-11,R011,SKU008,Truck,966,11592,5
2025-03-25,R009,SKU010,Rail,674,5392,3
2025-03-24,R007,SKU019,Truck,237,1422,8
2025-01-06,R009,SKU011,Air,544,4896,7
2025-01-22,R016,SKU005,Rail,367,6973,5
2025-04-21,R006,SKU011,Rail,433,3897,9
2025-02-02,R007,SKU020,Truck,142,2272,4
2025-01-22,R008,SKU010,Air,913,14608,9
2025-01-31,R010,SKU019,Air,234,4446,8
2025-03-15,R010,SKU009,Rail,483,4347,5
2025-03-12,R020,SKU020,Truck,266,4522,2
2025-04-11,R010,SKU010,Truck,752,11280,4
2025-02-25,R013,SKU009,Truck,718,4308,5
2025-04-05,R012,SKU005,Rail,451,5412,5
2025-02-24,R002,SKU020,Rail,394,3152,6
2025-02-06,R003,SKU016,Air,917,4585,8
2025-03-24,R012,SKU006,Rail,826,6608,7
2025-03-18,R013,SKU019,Air,324,5832,5
2025-01-10,R003,SKU006,Rail,993,12909,1
2025-03-28,R005,SKU009,Air,910,17290,4
2025-02-25,R014,SKU012,Air,420,7980,5
2025-02-13,R015,SKU003,Rail,800,12800,6
2025-01-28,R015,SKU017,Air,636,11448,6
2025-01-12,R001,SKU019,Air,272,1360,7
2025-02-05,R004,SKU006,Truck,659,3295,1
2025-01-30,R012,SKU013,Air,142,2556,2
2025-03-24,R004,SKU012,Truck,203,1218,2
2025-02-02,R005,SKU013,Air,403,7254,9
2025-01-08,R004,SKU011,Truck,788,7092,8
2025-02-15,R006,SKU010,Rail,944,14160,4
2025-01-08,R018,SKU004,Rail,433,3464,3
2025-04-18,R008,SKU015,Rail,104,1040,9
2025-04-20,R020,SKU004,Rail,961,4805,2
2025-03-23,R020,SKU013,Truck,319,5742,2
2025-01-08,R009,SKU005,Air,526,7890,9
2025-04-26,R018,SKU010,Rail,940,5640,5
2025-03-15,R006,SKU020,Truck,776,12416,4
2025-01-23,R005,SKU018,Air,634,9510,9
2025-02-05,R005,SKU008,Air,999,7992,3
2025-04-10,R008,SKU001,Truck,967,8703,9
2025-02-05,R012,SKU017,Truck,936,4680,9
2025-01-04,R003,SKU012,Truck,263,2893,7
2025-04-27,R010,SKU012,Truck,799,7990,3
2025-03-27,R020,SKU015,Air,716,7876,6
2025-01-24,R003,SKU008,Air,917,5502,1
2025-01-07,R008,SKU012,Truck,503,5533,8
2025-04-26,R012,SKU006,Air,827,14886,7
2025-03-29,R002,SKU015,Truck,560,9520,2
2025-01-21,R012,SKU004,Air,691,13129,4
2025-01-23,R013,SKU016,Rail,163,815,6
2025-02-07,R020,SKU020,Air,140,1960,9
2025-03-22,R002,SKU015,Truck,184,2944,1
2025-01-27,R016,SKU001,Truck,597,7164,3
2025-02-02,R005,SKU017,Air,516,7740,2
2025-04-06,R018,SKU007,Air,786,9432,4
2025-04-19,R009,SKU012,Truck,732,11712,4
2025-03-08,R006,SKU005,Rail,53,265,7
2025-01-05,R014,SKU002,Air,175,2275,8
2025-02-27,R015,SKU007,Truck,475,2850,3
2025-01-25,R014,SKU002,Rail,934,13076,5
2025-03-10,R013,SKU002,Air,559,5031,5
2025-01-31,R006,SKU015,Air,725,5800,1
2025-01-11,R002,SKU005,Truck,822,6576,9
2025-01-05,R017,SKU006,Truck,717,9321,6
2025-02-10,R004,SKU012,Rail,842,6736,2
2025-01-17,R019,SKU002,Truck,767,6136,2
2025-02-14,R008,SKU007,Truck,571,5139,3
2025-01-04,R020,SKU006,Air,760,14440,6
2025-02-18,R019,SKU006,Air,707,12726,3
2025-02-12,R003,SKU017,Air,502,4016,1
2025-03-26,R010,SKU003,Air,943,16031,7
2025-02-15,R005,SKU013,Air,395,3950,1
2025-01-24,R003,SKU005,Rail,135,675,1
2025-04-26,R013,SKU012,Rail,430,6450,5
2025-01-10,R016,SKU011,Rail,733,5131,9
2025-04-10,R007,SKU015,Truck,548,5480,9
2025-01-31,R006,SKU015,Air,68,476,2
2025-03-15,R018,SKU015,Air,292,2336,5
2025-03-16,R005,SKU009,Air,935,10285,2
2025-02-21,R019,SKU020,Rail,719,3595,3
2025-01-26,R017,SKU009,Truck,129,2064,4
2025-02-06,R018,SKU007,Rail,517,9306,8
2025-04-19,R012,SKU004,Air,982,7856,5
2025-01-09,R016,SKU014,Air,416,7488,2
2025-02-19,R007,SKU014,Rail,621,4968,6
2025-01-26,R019,SKU016,Truck,421,2105,2
2025-01-21,R014,SKU014,Air,458,2290,2
2025-01-15,R020,SKU010,Air,782,14858,1
2025-01-05,R014,SKU018,Air,547,3282,9
2025-03-16,R016,SKU005,Air,505,8585,6
2025-01-27,R009,SKU017,Air,376,5640,2
2025-02-15,R002,SKU008,Rail,597,7164,7
2025-04-08,R006,SKU010,Air,620,4960,1
2025-02-25,R006,SKU008,Rail,847,9317,3
2025-03-30,R002,SKU004,Rail,977,15632,4
2025-02-17,R016,SKU002,Air,159,2385,8
2025-04-12,R001,SKU016,Truck,369,5904,2
2025-04-30,R004,SKU016,Rail,769,14611,2
2025-03-18,R020,SKU017,Rail,544,2720,8
2025-01-02,R005,SKU001,Air,263,3945,5
2025-03-14,R009,SKU004,Rail,891,8910,9
2025-03-08,R020,SKU001,Air,971,18449,4
2025-03-25,R005,SKU001,Truck,372,5952,2
2025-03-01,R010,SKU002,Air,655,6550,2
2025-03-21,R001,SKU013,Air,719,13661,6
2025-01-21,R010,SKU005,Truck,596,8940,5
2025-04-20,R011,SKU012,Air,360,6120,8
2025-04-27,R020,SKU014,Air,483,5796,4
2025-04-16,R018,SKU001,Air,770,6930,1
2025-04-20,R011,SKU012,Rail,452,8136,9
2025-04-10,R018,SKU017,Air,210,2100,7
2025-01-01,R003,SKU006,Air,641,9615,2
2025-04-08,R020,SKU011,Air,569,3983,8
2025-03-28,R020,SKU015,Rail,139,1946,2
2025-02-26,R005,SKU020,Rail,979,5874,2
2025-03-14,R020,SKU012,Rail,591,4137,8
2025-01-24,R011,SKU015,Truck,731,10965,8
2025-03-24,R014,SKU005,Truck,874,7866,6
2025-01-01,R014,SKU012,Air,898,7184,1
2025-03-18,R004,SKU010,Rail,890,5340,2
2025-01-06,R013,SKU011,Rail,893,6251,2
2025-01-19,R020,SKU012,Truck,805,8855,4
2025-02-27,R013,SKU006,Rail,91,637,9
2025-03-05,R005,SKU015,Rail,656,12464,9
2025-01-22,R015,SKU009,Truck,742,5194,3
2025-02-03,R014,SKU018,Rail,521,8857,8
2025-03-13,R002,SKU010,Air,219,3285,2
2025-01-29,R009,SKU004,Truck,347,2776,3
2025-01-07,R005,SKU016,Truck,315,3780,2
2025-03-21,R001,SKU020,Rail,871,6097,1
2025-01-28,R012,SKU005,Rail,836,10032,9
2025-02-04,R007,SKU009,Rail,832,14144,5
2025-03-31,R007,SKU002,Rail,210,2310,6
2025-03-25,R009,SKU019,Rail,977,17586,6
2025-03-02,R005,SKU017,Air,301,3311,4
2025-01-30,R017,SKU018,Rail,110,660,4
2025-01-07,R001,SKU007,Rail,698,7678,3
2025-04-18,R005,SKU003,Air,445,4895,9
2025-03-04,R014,SKU017,Air,241,1205,6
2025-01-28,R014,SKU018,Truck,542,8672,5
2025-01-03,R007,SKU014,Air,561,2805,6
2025-04-21,R015,SKU019,Air,694,13186,4
2025-04-19,R013,SKU007,Truck,592,10064,7
2025-02-09,R004,SKU005,Truck,389,7002,1
2025-02-08,R007,SKU006,Air,727,4362,2
2025-04-15,R017,SKU006,Rail,540,6480,4
2025-01-07,R017,SKU015,Truck,294,4998,8
2025-04-13,R003,SKU004,Truck,993,6951,2
2025-04-27,R016,SKU014,Truck,661,7932,9
2025-04-05,R016,SKU016,Truck,340,3400,5
2025-04-02,R018,SKU017,Rail,337,3707,6
2025-01-29,R001,SKU006,Truck,657,3285,4
2025-04-22,R002,SKU020,Air,321,3210,7
2025-01-14,R001,SKU003,Truck,853,9383,7
2025-01-04,R008,SKU007,Truck,455,8645,4
2025-03-23,R006,SKU012,Rail,50,450,6
2025-01-26,R017,SKU009,Truck,142,1278,9
2025-04-17,R013,SKU004,Truck,612,4284,6
2025-04-01,R017,SKU001,Truck,664,11952,5
2025-01-30,R011,SKU014,Air,554,8864,3
2025-03-11,R019,SKU007,Truck,147,2352,7
2025-01-10,R015,SKU020,Truck,200,2400,3
2025-04-12,R013,SKU020,Rail,97,1455,9
2025-04-17,R001,SKU001,Air,400,5600,7
2025-04-10,R005,SKU014,Rail,157,1256,3
2025-02-19,R006,SKU005,Rail,759,6072,9
2025-01-23,R012,SKU012,Truck,537,5907,4
2025-03-30,R005,SKU002,Rail,323,3876,9
2025-02-04,R005,SKU016,Truck,439,3073,6
2025-04-06,R007,SKU016,Truck,324,5184,9
2025-01-17,R002,SKU013,Rail,649,6490,7
2025-04-01,R016,SKU004,Air,405,3240,6
2025-04-02,R014,SKU020,Truck,98,1176,2
2025-03-17,R015,SKU010,Truck,156,1872,9
2025-02-21,R020,SKU007,Truck,388,5820,1
2025-02-19,R013,SKU015,Air,289,2023,6
2025-01-28,R018,SKU016,Truck,163,2119,6
2025-04-25,R008,SKU001,Rail,536,3752,4
2025-04-17,R005,SKU020,Truck,317,1585,5
2025-03-31,R013,SKU010,Rail,829,6632,3
2025-02-13,R010,SKU001,Truck,299,5083,2
2025-04-11,R004,SKU017,Air,832,4160,2
2025-03-25,R016,SKU002,Rail,993,4965,2
2025-02-20,R004,SKU016,Truck,210,2310,5
2025-01-13,R009,SKU007,Rail,240,1200,8
2025-02-11,R013,SKU004,Rail,794,9528,6
2025-01-21,R016,SKU019,Truck,416,4160,5
2025-03-13,R013,SKU001,Rail,930,10230,8
2025-04-20,R007,SKU017,Rail,249,4233,1
2025-01-04,R009,SKU011,Air,391,3128,1
2025-01-19,R019,SKU019,Air,631,8203,7
2025-01-23,R015,SKU001,Truck,181,3077,8
2025-04-18,R008,SKU001,Truck,326,3586,2
2025-01-17,R009,SKU013,Truck,175,2450,1
2025-02-21,R014,SKU010,Air,570,3420,5
2025-04-13,R013,SKU004,Rail,551,4408,4
2025-04-15,R001,SKU011,Truck,774,11610,9
2025-01-09,R007,SKU018,Rail,459,5508,1
2025-03-23,R009,SKU001,Rail,929,13935,5
2025-02-05,R008,SKU019,Air,775,6200,8
2025-04-29,R005,SKU012,Truck,143,2717,3
2025-02-06,R011,SKU004,Truck,619,8666,5
2025-01-18,R016,SKU006,Truck,836,6688,2
2025-02-14,R015,SKU013,Rail,848,16112,6
2025-04-03,R015,SKU010,Truck,626,5634,9
2025-03-28,R011,SKU014,Rail,961,10571,9
2025-03-08,R017,SKU008,Rail,167,2171,1
2025-04-11,R006,SKU011,Rail,180,2160,1
2025-01-28,R008,SKU004,Rail,106,530,2
2025-02-14,R014,SKU012,Truck,188,1504,9
2025-03-25,R005,SKU006,Rail,181,3077,2
2025-01-13,R019,SKU008,Air,430,2150,7
2025-01-31,R020,SKU008,Rail,597,11343,5
2025-03-21,R016,SKU018,Truck,769,10766,8
2025-01-15,R020,SKU007,Air,942,9420,6
2025-01-13,R007,SKU012,Air,692,4844,2
2025-04-12,R006,SKU017,Rail,483,5313,3
2025-02-26,R017,SKU012,Rail,127,2032,8
2025-04-12,R009,SKU017,Rail,793,14274,2
2025-04-16,R017,SKU003,Air,74,1184,7
2025-04-09,R003,SKU006,Air,690,4140,1
2025-01-26,R004,SKU018,Rail,764,13752,8
2025-01-30,R010,SKU014,Truck,336,4704,7
2025-02-05,R016,SKU015,Rail,672,7392,1
2025-01-27,R013,SKU012,Rail,971,14565,6
2025-01-01,R008,SKU020,Rail,431,2586,6
2025-03-18,R015,SKU014,Air,446,5798,9
2025-04-08,R007,SKU010,Truck,153,2142,4
2025-04-25,R001,SKU001,Truck,741,8892,4
2025-01-28,R015,SKU004,Rail,610,7320,6
2025-02-02,R019,SKU005,Rail,180,1080,2
2025-03-06,R019,SKU003,Air,377,6032,4
2025-03-19,R017,SKU010,Rail,675,7425,6
2025-02-26,R002,SKU013,Truck,518,5180,4
2025-03-16,R012,SKU002,Truck,614,11052,1
2025-03-17,R001,SKU005,Air,300,3900,4
2025-03-14,R012,SKU017,Air,686,4802,4
2025-01-10,R008,SKU020,Air,124,2356,4
2025-01-28,R003,SKU012,Air,231,1155,1
2025-02-07,R012,SKU019,Truck,685,4110,3
2025-03-14,R017,SKU006,Rail,472,4720,1
2025-03-31,R006,SKU018,Rail,967,17406,9
2025-04-24,R010,SKU010,Air,831,10803,9
2025-03-31,R003,SKU009,Rail,730,12410,9
2025-03-08,R004,SKU020,Rail,926,7408,7
2025-01-21,R006,SKU007,Air,601,6010,9
2025-01-04,R018,SKU005,Rail,138,1380,8
2025-02-15,R005,SKU014,Air,972,13608,4
2025-02-04,R020,SKU016,Air,159,1908,8
2025-03-03,R016,SKU001,Air,812,12992,9
2025-04-20,R019,SKU013,Rail,783,5481,9
2025-02-18,R003,SKU005,Air,456,2280,6
2025-02-08,R017,SKU007,Rail,408,6936,4
2025-04-08,R007,SKU006,Air,126,2142,7
2025-01-08,R011,SKU013,Rail,782,11730,8
2025-01-04,R017,SKU010,Truck,942,7536,7
2025-03-15,R018,SKU019,Rail,93,558,7
2025-01-11,R012,SKU015,Rail,766,7660,2
2025-04-30,R008,SKU015,Rail,405,4860,4
2025-01-22,R020,SKU005,Air,793,14274,6
2025-02-18,R002,SKU020,Air,779,6232,7
2025-02-26,R010,SKU016,Air,711,9954,5
2025-03-17,R010,SKU015,Rail,616,3696,2
2025-02-12,R006,SKU005,Truck,842,4210,7
2025-04-29,R013,SKU001,Rail,414,3312,5
2025-02-19,R004,SKU018,Air,641,10897,7
2025-03-03,R002,SKU007,Truck,166,2988,8
2025-03-13,R020,SKU011,Rail,818,8180,7
2025-03-22,R014,SKU016,Truck,329,2303,9
2025-02-11,R012,SKU003,Rail,168,2856,8
2025-03-12,R018,SKU019,Air,451,8118,9
2025-04-13,R013,SKU007,Rail,952,16184,9
2025-01-26,R006,SKU020,Truck,168,1344,2
2025-03-25,R018,SKU008,Air,50,250,7
2025-04-22,R014,SKU020,Truck,814,13024,5
2025-03-12,R019,SKU012,Truck,536,8576,7
2025-04-19,R017,SKU020,Rail,214,3852,4
2025-02-20,R017,SKU004,Truck,596,10728,5
2025-02-01,R010,SKU006,Air,674,12132,2
2025-03-04,R016,SKU012,Air,266,1596,7
2025-02-11,R018,SKU008,Truck,564,6768,4
2025-01-05,R012,SKU020,Truck,759,12144,7
2025-03-29,R010,SKU010,Truck,122,732,3
2025-04-07,R003,SKU010,Rail,451,4961,7
2025-03-27,R013,SKU010,Air,488,7320,3
2025-03-30,R007,SKU008,Rail,659,9226,3
2025-04-30,R019,SKU011,Truck,943,12259,2
2025-04-18,R015,SKU003,Truck,617,9872,9
2025-03-15,R014,SKU003,Truck,225,2925,5
2025-04-07,R004,SKU001,Air,488,5368,6
2025-03-06,R012,SKU019,Air,725,9425,7
